window_index,log_likelihood
502,-25.086469741184228
503,-25.086374751291658
504,-25.05038935740052
505,-24.47514859865155
506,-30.401436670262814
507,-30.286552692217263
508,-25.807637183736365
509,-18.729681334780413
510,-18.82531626963611
511,-18.77003372946165
512,-15.78679688575788
513,-20.732386142378974
514,-35.37404236180874
515,-24.468387067236577
516,-13.467512169336157
517,-34.18558219100341
518,-19.28753849688053
519,-20.40961307627949
520,-47.13173567959045
521,-47.13173567959045
522,-47.13173567959045
523,-47.13173567959045
524,-47.13173567959045
525,-47.13173567959045
526,-47.13173567959045
527,-47.13173567959045
528,-27.20914954751995
529,-22.30600266833501
530,-23.26778142202908
531,-21.3105339878993
532,-17.676691157899402
533,-22.8673257666484
534,-21.613034710963397
535,-35.95372391533547
536,-20.192227195893008
537,-20.948017678986602
538,-21.20750182084849
539,-22.385096265232626
540,-31.186278422532837
541,-22.514289724539868
542,-27.269923172966596
543,-20.03292478149316
544,-23.43675419200282
545,-20.882187801211792
546,-20.572064901475084
547,-18.28444862268745
548,-18.571221944284247
549,-26.169387981401048
550,-9.9791086103912
551,-26.16849738423163
552,-13.467512169336157
553,-21.164818480117585
554,-26.657152996436874
555,-21.724460447643743
556,-45.619467262080434
557,-20.192227195893008
558,-20.588308643095942
559,-22.46158633942227
560,-20.588308643095942
561,-21.479539788904685
562,-21.29489654784288
563,-18.062211630373586
564,-14.313928075100245
565,-33.90042116089415
566,-25.083268667210803
567,-12.975384788799962
568,-36.81044379836862
569,-31.448313726259126
570,-21.30978082361282
571,-15.13125260155302
572,-15.13125260155302
573,-21.195417277353723
574,-38.90966820257522
575,-17.934863617664906
576,-34.508481633286195
577,-21.408957367140857
578,-22.34300079217694
579,-21.644809512661332
580,-27.519422617568203
581,-24.82581642175234
582,-25.117114444376124
583,-25.086469741184228
584,-25.05038935740052
585,-25.05038935740052
586,-25.148966780425834
587,-25.086469741184228
588,-24.82581642175234
589,-24.82581642175234
590,-24.82581642175234
591,-25.05038935740052
592,-25.05038935740052
593,-25.088076406847396
594,-25.05038935740052
595,-25.086469741184228
596,-25.05038935740052
597,-25.12981573810809
598,-25.12981573810809
599,-26.290089000521533
600,-29.080981156850516
601,-19.80065714010895
602,-34.19835239035347
603,-28.640522458291592
604,-29.74231050688529
605,-30.036796503663638
606,-22.83503359104949
607,-27.138338760231576
608,-17.934863617664906
609,-30.020467826572443
610,-26.36600084393086
611,-14.650617248024732
612,-14.799401511859148
613,-24.060782259969084
614,-22.30600266833501
615,-33.666863268089116
616,-22.281343220356646
617,-25.931189659678207
618,-22.12928526965884
619,-25.65694065297474
620,-27.45825740053618
621,-16.513541212479513
622,-32.847418258079486
623,-24.82581642175234
624,-24.82581642175234
625,-24.82581642175234
626,-24.82581642175234
627,-24.82581642175234
628,-24.82581642175234
629,-24.82581642175234
630,-24.82581642175234
631,-24.82581642175234
632,-24.82581642175234
633,-24.82581642175234
634,-24.82581642175234
635,-24.82581642175234
636,-24.82581642175234
637,-25.05038935740052
638,-25.086469741184228
639,-25.117114444376124
640,-20.17934358025459
641,-27.180626730112753
642,-25.67101121521171
643,-26.028755569221016
644,-21.30978082361282
645,-24.25698479992075
646,-22.219434260114472
647,-20.945765043468896
648,-23.847130628691556
649,-21.20750182084849
650,-14.566826915004134
651,-16.57450789907003
652,-30.694733466797967
653,-20.428598035685685
654,-19.17856049973414
655,-30.694733466797967
656,-16.691077243008785
657,-14.44244014562055
658,-24.36699216750142
659,-15.552857298063696
660,-16.740748618185684
661,-18.15482919938246
662,-18.15710629392118
663,-21.194378899943732
664,-21.3105339878993
665,-20.948017678986602
666,-34.50875715012389
667,-21.3105339878993
668,-9.9791086103912
669,-15.652351653022192
670,-14.65760270669787
671,-23.412594550009608
672,-20.85999641660322
673,-20.700691767111852
674,-20.705171972331172
675,-20.25684510804575
676,-19.167359292576588
677,-22.017159089912706
678,-21.38432714962445
679,-26.371477564822115
680,-26.005010122410365
681,-21.486338374216913
682,-22.647090155736954
683,-26.34278356206169
684,-23.86737164360579
685,-18.171070572563565
686,-15.13125260155302
687,-15.13125260155302
688,-15.13125260155302
689,-15.13125260155302
690,-15.13125260155302
691,-15.13125260155302
692,-30.192965442377623
693,-20.61739104306846
694,-24.94510526187641
695,-20.36852193333897
696,-16.186377348661196
697,-14.031801466674462
698,-16.95447516044321
699,-14.962013095796353
700,-24.060782259969084
701,-23.92108832182015
702,-30.47283875267901
703,-19.450353598450896
704,-17.78739721756432
705,-15.996493011352833
706,-13.385744907200776
707,-20.083513539836787
708,-17.4897282177429
709,-33.62329523829279
710,-23.718090818126722
711,-28.777865546381832
712,-27.204334897123406
713,-27.22575443253397
714,-25.318787264197628
715,-22.309318366212683
716,-11.99091034477239
717,-26.86099761623067
718,-30.299157685724545
719,-28.666865675534943
720,-15.738273263581291
721,-17.959547459153864
722,-18.609915633569464
723,-26.42541572456308
724,-31.71276518843623
725,-21.802608106390064
726,-24.412588269235272
727,-24.412588269235272
728,-17.635373836458022
729,-26.290089000521533
730,-26.117023109017673
731,-21.730864810105356
732,-24.060782259969084
733,-20.186473754760907
734,-18.99267448882687
735,-21.629826427336635
736,-18.741069370919053
737,-35.02976061878883
738,-21.42438084779029
739,-30.694733466797967
740,-30.694733466797967
741,-45.015027498206436
742,-34.036868732191316
743,-21.30978082361282
744,-32.459472178526745
745,-27.183450451018196
746,-25.76417903954906
747,-30.935966911428366
748,-21.20750182084849
749,-17.934863617664906
750,-21.590729408384266
751,-17.934863617664906
752,-33.111570420814765
753,-28.582516220417745
754,-47.61911659921378
755,-23.60331102918202
756,-25.65393489696127
757,-22.03697551406394
758,-25.789258793718606
759,-23.739903316023874
760,-22.145696618938043
761,-18.592617003292105
762,-26.011155632450773
763,-25.71461082711736
764,-21.817274302133093
765,-25.626414508130562
766,-22.315761615974893
767,-24.26001059898669
768,-20.19440145598276
769,-17.98418721777739
770,-24.323525207569855
771,-23.42526543482331
772,-13.467512169336157
773,-24.437229612551462
774,-21.30978082361282
775,-21.20750182084849
776,-37.40252386488922
777,-24.732570130517917
778,-14.552208947046635
779,-20.25684510804575
780,-26.757938293075316
781,-36.217778669445174
782,-20.546861490356253
783,-16.224878890707366
784,-24.529944985282633
785,-26.36728609204113
786,-27.748532138275575
787,-24.621094585359053
788,-24.219924947988844
789,-25.938679322954723
790,-32.3107699509493
791,-23.0875290210758
