window_index,negative_log_likelihood
1230,0.9609987735748291
1231,0.9379400610923767
1232,0.364477276802063
1233,2.3733222484588623
1234,1.7877082824707031
1235,3.6436843872070312
1236,1.2649050951004028
1237,0.9058847427368164
1238,0.9809496998786926
1239,0.19058412313461304
1240,1.594978928565979
1241,1.6946254968643188
1242,1.3020175695419312
1243,1.260826826095581
1244,1.594978928565979
1245,1.1150354146957397
1246,0.470910906791687
1247,0.470910906791687
1248,0.470910906791687
1249,0.470910906791687
1250,0.470910906791687
1251,0.470910906791687
1252,0.470910906791687
1253,0.470910906791687
1254,0.470910906791687
1255,0.5309099555015564
1256,0.2824842035770416
1257,2.645291566848755
1258,1.177932620048523
1259,1.1170551776885986
1260,1.3761849403381348
1261,2.90826153755188
1262,1.433169960975647
1263,2.485178232192993
1264,0.9869317412376404
1265,0.7966229319572449
1266,1.2343465089797974
1267,3.4378929138183594
1268,2.440654993057251
1269,2.5926239490509033
1270,3.4179725646972656
1271,3.5102920532226562
1272,3.1177470684051514
